Case_ID,Jurisdiction,Case_Year,Case_Type,Outcome,Cross_Jurisdictional,Finance,Customer,Internal_Process,Learning_and_Growth,Industry_Scale_and_Influence,Local_Development_Foundation,Market_Potential,Team_Source_Contribution,Customer_Satisfaction,Customer_Complaint_Number,Team_Collaboration,Business_Performance_Assessment,Public_Culture_Activities,Training_Record,Papers_and_Publications,Globalized_Individuals,Institutional_Size,High_Quality_Law_Firms,Global_Legal_Connections,Local_Economic_Development,Population_Size,Talent_Reserve_Pool,Service_Sector_Level,Article_Prediction,Cause_Prediction,Penalty_Prediction,Case_Analysis,Financial_Calculation,Liability_Score,Cross_Border_Compliance
FLC-2023-1608,Region D,2022,Civil,Win,True,1565587.33,6.1,4.1,9.5,6.4,3.2,10.0,6.6,6.1,3,4.5,9.4,9.1,1,4,2,191.2,True,9,8.9,253631,9.5,7.4,Art. 45 Civil Code,Breach of Contract,134582.19,Check applicable law -> Compute damages -> Advise resolution,772185.85,0.49,0.69
FLC-2024-1609,Region D,2015,Criminal,Settlement,False,1851992.03,3.2,8.0,7.5,8.8,6.9,9.1,6.4,3.2,3,2.8,6.3,0.3,8,2,4,65.0,False,3,8.9,771865,9.6,5.8,Art. 12 Penal Code,Fraud,242944.61,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,1237023.66,0.67,0.71
FLC-2025-1610,Region C,2024,Commercial,Settlement,False,318490.3,3.4,5.5,7.7,9.3,3.7,7.4,8.0,3.4,1,2.3,5.7,7.0,5,0,2,158.2,False,1,6.6,378192,6.3,5.4,Art. 25 CISG,Cross-Border Dispute,210527.08,Review charges -> Evaluate evidence -> Determine verdict,169531.77,0.53,0.46
FLC-2023-1611,Region C,2020,Civil,Loss,True,309089.27,3.0,4.6,5.1,9.8,8.5,6.0,6.9,3.0,0,2.1,8.4,0.2,9,0,4,131.6,True,0,5.6,872989,6.7,9.7,Art. 45 Civil Code,Breach of Contract,86993.44,Review charges -> Evaluate evidence -> Determine verdict,189298.65,0.61,0.95
FLC-2024-1612,Region A,2022,Criminal,Settlement,False,723943.31,6.5,6.3,5.6,6.9,8.8,9.2,8.2,6.5,1,3.3,9.8,9.3,2,2,1,107.9,True,3,7.5,496888,5.7,9.5,Art. 12 Penal Code,Fraud,226655.81,Assess plaintiff claims -> Review evidence -> Determine outcome,382464.25,0.53,0.66
FLC-2025-1613,Region A,2017,Administrative,Settlement,True,479866.03,4.5,4.1,6.9,9.7,8.5,7.7,7.7,4.5,2,4.4,6.1,3.4,6,4,1,65.8,False,4,9.9,817019,5.4,7.6,Art. 5 Admin Law,Regulatory Violation,163501.57,Check jurisdiction -> Assess contract clauses -> Compute liability,284033.47,0.59,0.89
FLC-2023-1614,Region B,2017,Administrative,Win,False,502130.9,8.9,9.2,5.4,9.3,9.7,7.3,8.9,8.9,3,6.7,6.4,5.9,3,4,2,122.5,True,9,8.4,343423,8.2,7.5,Art. 5 Admin Law,Regulatory Violation,36520.59,Check applicable law -> Compute damages -> Advise resolution,92886.48,0.18,0.52
FLC-2024-1615,Region D,2023,Criminal,Loss,True,1107093.78,0.4,6.7,9.6,8.8,8.4,5.6,7.2,0.4,2,2.1,6.5,0.9,3,4,1,130.4,True,5,7.3,223072,9.6,7.7,Art. 12 Penal Code,Fraud,221047.49,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,925169.58,0.84,0.78
FLC-2025-1616,Region B,2016,Civil,Win,False,206954.34,6.9,4.9,7.6,6.3,4.8,9.0,6.9,6.9,1,4.7,9.2,8.9,4,4,0,96.5,True,2,5.6,535734,7.3,7.3,Art. 45 Civil Code,Breach of Contract,20045.92,Review charges -> Evaluate evidence -> Determine verdict,39008.84,0.19,0.67
FLC-2023-1617,Region C,2015,Civil,Settlement,True,632449.49,2.1,7.6,5.0,5.6,6.6,5.4,5.4,2.1,2,2.3,9.8,0.6,2,2,3,84.3,False,6,9.6,807975,8.9,5.0,Art. 45 Civil Code,Breach of Contract,157723.51,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,429838.34,0.68,0.9
FLC-2024-1618,Region A,2020,International Treaty,Settlement,True,932058.81,1.2,8.7,6.9,5.9,7.4,9.7,8.5,1.2,0,0.1,9.5,0.9,5,4,4,99.2,False,0,6.8,140298,9.5,7.0,Art. 97,Cross-Border Dispute,44088.22,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,894586.06,0.96,0.63
FLC-2025-1619,Region A,2024,Administrative,Settlement,True,70005.7,6.1,5.3,8.9,5.3,7.9,6.3,5.2,6.1,2,4.6,9.6,3.7,8,0,3,32.3,False,1,9.0,953738,6.8,6.2,Art. 5 Admin Law,Regulatory Violation,9376.92,Assess plaintiff claims -> Review evidence -> Determine outcome,39656.74,0.57,0.79
FLC-2023-1620,Region D,2021,International Treaty,Settlement,True,194677.28,0.2,9.6,6.1,5.5,4.5,5.3,6.5,0.2,2,0.7,9.8,1.6,1,4,1,199.4,True,8,6.1,49145,8.2,5.3,Art. 97,Cross-Border Dispute,5205.25,Check applicable law -> Compute damages -> Advise resolution,169342.21,0.87,0.67
FLC-2024-1621,Region E,2023,Civil,Dismissed,False,245963.66,8.4,6.9,5.4,8.9,8.0,7.5,9.4,8.4,3,6.6,5.1,2.2,2,2,0,72.7,True,7,9.4,528667,8.4,8.5,Art. 45 Civil Code,Breach of Contract,12416.19,Check jurisdiction -> Assess contract clauses -> Compute liability,58986.93,0.24,0.69
FLC-2025-1622,Region E,2017,Criminal,Loss,True,257314.57,1.6,5.5,6.2,5.3,3.5,9.5,5.5,1.6,4,1.4,9.4,1.4,1,1,0,142.2,False,1,6.3,552352,7.6,6.9,Art. 12 Penal Code,Fraud,347376.02,Check applicable law -> Compute damages -> Advise resolution,182528.82,0.71,0.84
FLC-2023-1623,Region E,2019,Administrative,Dismissed,False,7498866.9,8.8,5.2,9.1,7.1,4.2,8.6,8.8,8.8,2,6.9,8.9,1.5,3,1,2,168.9,False,0,7.6,489042,6.9,6.3,Art. 5 Admin Law,Regulatory Violation,27581.44,Assess plaintiff claims -> Review evidence -> Determine outcome,1165571.84,0.16,0.65
FLC-2024-1624,Region B,2022,Commercial,Win,False,358046.52,6.5,5.6,7.5,8.1,3.6,8.5,8.5,6.5,1,6.2,7.1,0.6,7,2,1,136.5,False,2,5.4,938036,5.4,5.0,Art. 25 CISG,Cross-Border Dispute,158867.86,Assess plaintiff claims -> Review evidence -> Determine outcome,162663.38,0.45,0.64
FLC-2025-1625,Region A,2022,Administrative,Win,False,1318627.54,8.7,9.5,8.9,7.9,8.8,6.8,5.6,8.7,3,8.1,8.7,6.2,9,1,4,68.9,False,8,5.4,366611,8.4,6.9,Art. 5 Admin Law,Regulatory Violation,66515.97,Review charges -> Evaluate evidence -> Determine verdict,191195.49,0.14,0.63
FLC-2023-1626,Region D,2019,Commercial,Loss,True,3356657.12,2.5,9.3,7.1,5.6,5.2,5.3,8.4,2.5,1,2.3,8.4,6.8,8,3,4,96.2,False,5,5.6,414136,5.4,7.1,Art. 25 CISG,Cross-Border Dispute,309443.48,Check jurisdiction -> Assess contract clauses -> Compute liability,2724633.42,0.81,0.77
FLC-2024-1627,Region A,2019,Criminal,Loss,True,75916.69,1.6,9.7,8.8,7.2,6.3,7.9,6.0,1.6,3,1.4,7.0,0.4,6,1,4,59.4,False,6,8.1,526772,8.4,6.6,Art. 12 Penal Code,Fraud,444866.47,Review charges -> Evaluate evidence -> Determine verdict,67595.6,0.89,0.58
FLC-2025-1628,Region E,2020,Criminal,Settlement,False,396141.4,4.1,5.4,5.3,7.4,5.2,7.5,8.0,4.1,2,3.3,9.9,8.2,6,2,3,78.8,False,8,9.7,350412,6.6,6.5,Art. 12 Penal Code,Fraud,160361.05,Check applicable law -> Compute damages -> Advise resolution,234444.01,0.59,0.67
FLC-2023-1629,Region C,2023,Administrative,Win,True,863087.38,4.0,5.9,9.0,9.4,7.9,9.6,9.5,4.0,1,3.4,6.1,10.0,1,3,1,43.6,True,6,6.5,599721,9.0,5.4,Art. 5 Admin Law,Regulatory Violation,170936.15,Check jurisdiction -> Assess contract clauses -> Compute liability,442668.01,0.51,0.72
FLC-2024-1630,Region D,2017,Commercial,Settlement,True,58922.84,5.8,5.8,9.9,9.8,8.3,7.1,8.9,5.8,4,4.9,5.3,5.3,3,2,2,157.5,True,8,8.1,353419,5.7,8.6,Art. 25 CISG,Cross-Border Dispute,167410.1,Assess plaintiff claims -> Review evidence -> Determine outcome,30911.07,0.52,0.52
FLC-2025-1631,Region A,2023,Administrative,Win,False,460413.53,8.9,6.2,9.3,7.5,4.5,7.7,6.4,8.9,2,8.5,7.5,6.3,5,4,4,41.2,False,8,6.2,875137,5.1,8.7,Art. 5 Admin Law,Regulatory Violation,25717.74,Review charges -> Evaluate evidence -> Determine verdict,52543.79,0.11,0.5
FLC-2023-1632,Region C,2017,Administrative,Loss,True,740410.56,5.7,7.7,6.7,9.9,9.3,7.4,8.9,5.7,0,4.0,8.4,9.3,2,3,2,88.2,True,3,7.2,931294,5.6,5.5,Art. 5 Admin Law,Regulatory Violation,190812.32,Check applicable law -> Compute damages -> Advise resolution,377488.11,0.51,0.88
FLC-2024-1633,Region D,2017,Criminal,Loss,True,1125594.45,0.3,6.4,8.8,5.1,4.0,10.0,8.7,0.3,4,0.0,7.9,6.2,1,3,2,190.3,True,2,7.0,550228,9.7,7.2,Art. 12 Penal Code,Fraud,158993.0,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,1125594.45,1.0,0.84
FLC-2025-1634,Region D,2020,International Treaty,Win,False,943013.53,5.8,6.7,9.1,9.6,8.1,6.6,7.9,5.8,1,3.3,8.7,2.9,2,0,3,46.4,True,0,9.1,799359,7.5,7.1,Art. 97,Cross-Border Dispute,146183.93,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,543168.39,0.58,0.3
FLC-2023-1635,Region B,2024,International Treaty,Loss,True,243943.71,2.5,4.3,7.0,8.5,3.2,5.4,9.4,2.5,0,2.1,8.6,0.3,5,3,3,182.1,True,0,7.2,358488,9.0,6.6,Art. 97,Cross-Border Dispute,314498.59,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,193775.91,0.79,0.56
FLC-2024-1636,Region A,2023,Civil,Settlement,True,240346.23,3.2,6.7,7.1,8.8,9.5,6.9,9.2,3.2,2,3.7,8.0,7.3,3,0,2,24.2,True,8,7.4,334796,8.2,6.7,Art. 45 Civil Code,Breach of Contract,282454.23,Check applicable law -> Compute damages -> Advise resolution,139093.79,0.58,0.87
FLC-2025-1637,Region B,2016,Commercial,Settlement,False,218057.01,5.5,9.3,8.2,8.0,6.3,4.9,9.3,5.5,3,4.0,7.7,4.6,3,4,4,90.3,False,0,5.5,473696,8.1,9.4,Art. 25 CISG,Cross-Border Dispute,112684.19,Assess plaintiff claims -> Review evidence -> Determine outcome,70176.43,0.32,0.43
FLC-2023-1638,Region E,2016,Administrative,Settlement,True,153099.69,4.4,4.7,7.9,9.7,4.0,8.2,7.2,4.4,0,5.1,9.8,0.3,3,0,2,65.5,False,1,7.1,373314,7.8,6.5,Art. 5 Admin Law,Regulatory Violation,23656.34,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,74803.85,0.49,0.88
FLC-2024-1639,Region E,2019,Commercial,Settlement,True,52920.91,4.1,5.0,7.1,7.9,6.2,7.7,7.0,4.1,3,3.8,5.4,7.4,7,1,3,196.5,True,5,8.9,763205,5.3,6.2,Art. 25 CISG,Cross-Border Dispute,239393.17,Review charges -> Evaluate evidence -> Determine verdict,37411.79,0.71,0.69
FLC-2025-1640,Region E,2021,Commercial,Settlement,False,139116.22,9.2,5.6,7.7,7.2,4.4,4.1,5.8,9.2,0,7.5,7.2,2.3,6,1,0,108.8,False,8,8.6,284005,8.9,6.7,Art. 25 CISG,Cross-Border Dispute,150726.05,Check applicable law -> Compute damages -> Advise resolution,49353.88,0.35,0.37
FLC-2023-1641,Region A,2024,Criminal,Settlement,True,60491.3,3.8,9.2,5.4,5.8,3.9,4.7,6.6,3.8,0,3.2,8.9,4.6,9,4,4,199.1,False,4,6.5,571775,9.6,7.7,Art. 12 Penal Code,Fraud,32780.39,Assess plaintiff claims -> Review evidence -> Determine outcome,42217.81,0.7,0.86
FLC-2024-1642,Region E,2020,Civil,Win,True,800720.47,8.3,9.5,8.3,7.1,6.8,4.9,6.1,8.3,2,6.5,6.9,9.2,2,2,4,166.0,True,5,8.7,955577,8.0,7.7,Art. 45 Civil Code,Breach of Contract,89280.42,Assess plaintiff claims -> Review evidence -> Determine outcome,182651.39,0.23,0.72
FLC-2025-1643,Region C,2023,Civil,Settlement,False,89044.19,7.9,6.5,5.4,10.0,4.2,5.5,5.8,7.9,0,6.6,5.7,3.0,4,2,1,29.5,False,2,5.2,189124,5.1,8.2,Art. 45 Civil Code,Breach of Contract,105758.2,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,31031.58,0.35,0.64
FLC-2023-1644,Region E,2015,Civil,Win,False,383616.52,7.4,7.3,9.7,9.6,6.2,7.5,6.2,7.4,0,5.6,5.5,8.3,3,1,4,28.1,True,7,6.2,866022,6.2,8.8,Art. 45 Civil Code,Breach of Contract,96347.38,Check jurisdiction -> Assess contract clauses -> Compute liability,83032.18,0.22,0.6
FLC-2024-1645,Region C,2018,Administrative,Win,False,697900.23,8.4,8.0,9.2,9.8,7.4,4.8,5.3,8.4,2,9.0,8.6,3.6,9,0,1,129.9,True,3,5.4,791107,9.8,8.8,Art. 5 Admin Law,Regulatory Violation,44841.74,Assess plaintiff claims -> Review evidence -> Determine outcome,114424.77,0.16,0.62
FLC-2025-1646,Region D,2016,International Treaty,Loss,True,42039.29,0.8,7.0,7.0,6.6,8.8,9.0,9.9,0.8,1,0.0,9.1,5.0,2,4,0,181.3,True,3,9.2,184273,6.7,7.4,Art. 97,Cross-Border Dispute,260872.29,Check jurisdiction -> Assess contract clauses -> Compute liability,38722.14,0.92,0.55
FLC-2023-1647,Region C,2020,Administrative,Settlement,False,192242.68,4.6,8.6,6.5,8.8,3.9,4.6,7.9,4.6,2,5.1,9.0,0.6,2,2,4,166.4,True,5,7.2,188176,5.8,7.1,Art. 5 Admin Law,Regulatory Violation,108786.41,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,79501.67,0.41,0.64
FLC-2024-1648,Region C,2021,Administrative,Settlement,True,6723595.03,2.9,9.3,9.3,7.0,5.7,8.4,5.4,2.9,3,3.0,9.7,4.5,4,4,3,178.6,True,7,9.3,806481,8.8,6.6,Art. 5 Admin Law,Regulatory Violation,253398.13,Review charges -> Evaluate evidence -> Determine verdict,4338831.68,0.65,0.84
FLC-2025-1649,Region E,2019,Civil,Dismissed,False,359409.33,7.8,6.7,5.0,9.1,6.4,6.6,8.8,7.8,2,6.2,6.8,7.2,3,3,4,40.9,True,9,6.5,118877,6.9,5.8,Art. 45 Civil Code,Breach of Contract,19061.38,Assess plaintiff claims -> Review evidence -> Determine outcome,47454.33,0.13,0.65
FLC-2023-1650,Region D,2020,International Treaty,Loss,False,1006624.23,5.8,8.9,6.0,6.5,4.2,8.6,7.9,5.8,4,4.7,7.9,4.6,4,3,4,58.5,False,0,9.3,967692,9.6,5.9,Art. 97,Cross-Border Dispute,176035.16,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,478699.78,0.48,0.41
FLC-2024-1651,Region B,2019,Administrative,Settlement,True,381238.89,2.3,5.5,9.7,7.4,8.9,5.3,5.9,2.3,2,2.1,8.4,4.7,9,2,2,48.0,True,6,7.9,247470,9.9,8.5,Art. 5 Admin Law,Regulatory Violation,286932.2,Assess plaintiff claims -> Review evidence -> Determine outcome,245470.96,0.64,0.67
FLC-2025-1652,Region D,2024,Criminal,Loss,True,183665.35,1.9,4.7,9.8,6.4,4.9,7.9,8.9,1.9,3,3.1,9.8,9.1,5,3,2,197.6,False,3,6.0,378902,9.5,5.0,Art. 12 Penal Code,Fraud,119146.12,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,138662.44,0.75,0.67
FLC-2023-1653,Region D,2024,Criminal,Settlement,True,428741.59,4.2,6.3,7.7,9.8,4.4,6.8,5.1,4.2,1,4.3,5.5,8.8,9,0,0,174.4,False,9,7.8,253139,5.8,8.0,Art. 12 Penal Code,Fraud,128137.27,Review charges -> Evaluate evidence -> Determine verdict,246935.76,0.58,0.69
FLC-2024-1654,Region D,2018,Administrative,Win,False,910528.69,7.0,5.0,8.9,8.7,4.6,6.0,8.6,7.0,0,5.1,6.0,7.0,7,2,4,129.3,True,7,8.5,549263,8.4,8.1,Art. 5 Admin Law,Regulatory Violation,46341.15,Check applicable law -> Compute damages -> Advise resolution,151921.37,0.17,0.49
FLC-2025-1655,Region E,2021,Commercial,Settlement,False,96667.55,5.1,9.3,5.5,7.7,5.1,8.0,7.7,5.1,1,3.9,8.7,6.9,9,1,4,116.6,False,4,6.1,641448,7.0,9.1,Art. 25 CISG,Cross-Border Dispute,21380.19,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,39728.02,0.41,0.42
FLC-2023-1656,Region A,2016,Criminal,Win,False,221953.82,6.4,5.4,6.1,9.8,7.5,5.0,7.4,6.4,0,3.4,8.8,1.8,4,1,1,141.5,False,8,7.6,215020,9.5,7.7,Art. 12 Penal Code,Fraud,115698.66,Review charges -> Evaluate evidence -> Determine verdict,106608.98,0.48,0.56
FLC-2024-1657,Region D,2015,Criminal,Loss,True,410772.48,2.0,4.8,9.6,5.1,8.8,5.7,5.9,2.0,4,3.0,5.5,6.2,7,1,3,117.4,False,2,9.9,869302,5.9,7.5,Art. 12 Penal Code,Fraud,424810.7,Check applicable law -> Compute damages -> Advise resolution,370175.1,0.9,0.88
FLC-2025-1658,Region B,2024,Criminal,Loss,True,893391.57,0.4,8.5,6.2,8.8,8.8,6.6,7.9,0.4,1,0.0,7.7,7.4,3,4,3,24.4,True,6,9.8,763981,9.7,9.2,Art. 12 Penal Code,Fraud,163232.06,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,763868.54,0.86,0.9
FLC-2023-1659,Region D,2021,International Treaty,Loss,True,1341228.77,3.2,6.7,9.7,5.1,9.9,8.9,6.8,3.2,4,3.0,6.9,3.5,3,1,4,182.7,False,4,7.7,199864,7.5,7.8,Art. 97,Cross-Border Dispute,273697.83,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,1027622.46,0.77,0.65
FLC-2024-1660,Region C,2021,Criminal,Loss,True,68724.38,0.6,4.2,6.1,8.7,4.6,9.5,8.3,0.6,3,0.0,7.2,7.9,2,2,4,84.3,False,4,7.6,227395,6.6,5.2,Art. 12 Penal Code,Fraud,87330.88,Check jurisdiction -> Assess contract clauses -> Compute liability,63057.61,0.92,0.76
FLC-2025-1661,Region C,2021,Civil,Win,True,537999.29,6.8,5.6,5.9,9.5,3.6,5.6,7.2,6.8,3,3.9,8.4,6.2,9,4,1,100.6,False,6,7.1,911114,5.2,8.2,Art. 45 Civil Code,Breach of Contract,32958.84,Review charges -> Evaluate evidence -> Determine verdict,224760.83,0.42,0.84
FLC-2023-1662,Region A,2021,Administrative,Win,True,342484.32,3.6,4.6,5.1,9.8,6.0,6.4,5.2,3.6,2,4.3,6.2,8.0,4,0,2,111.0,True,5,7.2,157381,8.7,5.5,Art. 5 Admin Law,Regulatory Violation,107925.89,Check jurisdiction -> Assess contract clauses -> Compute liability,176893.34,0.52,0.82
FLC-2024-1663,Region B,2022,Administrative,Win,False,470250.88,8.0,5.9,6.2,5.4,8.0,5.7,6.9,8.0,4,6.2,6.3,1.8,6,0,3,101.4,False,9,5.6,344434,9.2,6.5,Art. 5 Admin Law,Regulatory Violation,94158.51,Review charges -> Evaluate evidence -> Determine verdict,108586.56,0.23,0.66
FLC-2025-1664,Region C,2023,Civil,Win,False,267646.46,7.6,7.1,8.9,8.7,4.8,5.6,8.7,7.6,4,5.9,8.7,1.4,4,2,0,164.4,False,3,6.8,160739,9.8,6.5,Art. 45 Civil Code,Breach of Contract,38237.0,Check applicable law -> Compute damages -> Advise resolution,52866.2,0.2,0.63
FLC-2023-1665,Region A,2023,Civil,Settlement,True,174489.56,7.2,6.6,5.8,7.7,6.2,4.7,8.3,7.2,3,6.6,5.6,7.0,2,0,3,90.1,True,0,8.2,130960,6.3,5.4,Art. 45 Civil Code,Breach of Contract,123908.98,Check jurisdiction -> Assess contract clauses -> Compute liability,83967.3,0.48,0.99
FLC-2024-1666,Region E,2015,International Treaty,Loss,True,165101.41,1.3,6.3,7.1,6.4,9.2,6.1,5.9,1.3,2,2.1,8.9,3.7,6,1,4,157.8,False,6,8.3,390700,8.9,6.4,Art. 97,Cross-Border Dispute,144510.0,Check jurisdiction -> Assess contract clauses -> Compute liability,165101.41,1.0,0.6
FLC-2025-1667,Region D,2020,Civil,Loss,True,2424664.27,6.8,7.1,8.1,10.0,4.0,7.7,7.4,6.8,1,4.5,6.8,3.0,7,2,0,111.2,False,1,5.7,642540,8.0,7.7,Art. 45 Civil Code,Breach of Contract,74386.69,Check applicable law -> Compute damages -> Advise resolution,1145684.07,0.47,0.75
FLC-2023-1668,Region C,2016,International Treaty,Settlement,True,2567013.29,0.0,7.7,9.9,8.6,7.7,10.0,9.0,0.0,2,0.0,9.6,7.3,4,4,1,104.1,True,9,8.1,638003,5.3,5.2,Art. 97,Cross-Border Dispute,375220.0,Check jurisdiction -> Assess contract clauses -> Compute liability,2567013.29,1.0,0.59
FLC-2024-1669,Region A,2024,International Treaty,Loss,True,750370.69,1.5,5.0,9.2,7.3,7.6,7.4,5.5,1.5,0,1.2,9.2,4.9,7,4,0,194.4,False,3,8.3,160497,7.5,8.4,Art. 97,Cross-Border Dispute,269922.35,Check applicable law -> Compute damages -> Advise resolution,692367.83,0.92,0.5
FLC-2025-1670,Region E,2023,International Treaty,Win,False,1075375.67,4.4,4.3,7.3,9.6,9.9,5.1,9.4,4.4,0,3.7,9.2,2.8,5,0,4,152.7,True,6,6.4,559796,7.4,6.8,Art. 97,Cross-Border Dispute,239247.06,Check jurisdiction -> Assess contract clauses -> Compute liability,649607.92,0.6,0.41
FLC-2023-1671,Region E,2021,Criminal,Loss,True,177841.7,2.0,5.9,10.0,6.9,5.0,5.4,8.3,2.0,3,0.3,6.7,8.4,7,0,4,64.3,True,6,6.0,968088,6.4,5.2,Art. 12 Penal Code,Fraud,3103.45,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,145587.55,0.82,0.8
FLC-2024-1672,Region A,2022,International Treaty,Settlement,False,1203081.71,4.2,4.6,9.0,7.8,9.9,8.8,6.6,4.2,4,3.9,9.6,0.1,1,1,1,81.6,True,1,5.7,459817,9.0,5.3,Art. 97,Cross-Border Dispute,36209.18,Assess plaintiff claims -> Review evidence -> Determine outcome,635616.38,0.53,0.23
FLC-2025-1673,Region A,2024,International Treaty,Loss,True,70914.29,0.0,4.5,6.8,9.1,8.9,9.2,5.2,0.0,2,0.0,9.5,0.9,5,2,2,167.5,False,4,6.7,961809,5.1,5.1,Art. 97,Cross-Border Dispute,447405.0,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,70914.29,1.0,0.62
FLC-2023-1674,Region E,2024,Civil,Settlement,True,501820.32,5.2,7.4,7.5,7.6,6.9,9.7,5.3,5.2,0,4.8,6.9,0.9,6,4,2,182.0,False,1,6.9,599873,9.9,6.3,Art. 45 Civil Code,Breach of Contract,84365.14,Check jurisdiction -> Assess contract clauses -> Compute liability,220950.7,0.44,0.83
FLC-2024-1675,Region A,2019,International Treaty,Settlement,True,604155.12,2.0,9.8,9.5,6.8,5.6,9.1,8.6,2.0,4,2.0,8.2,2.7,5,2,1,175.8,True,1,9.3,771305,7.3,8.0,Art. 97,Cross-Border Dispute,139346.04,Check applicable law -> Compute damages -> Advise resolution,530810.99,0.88,0.47
FLC-2025-1676,Region D,2024,Civil,Dismissed,False,421678.0,10.0,8.2,5.4,6.0,8.3,4.1,9.8,10.0,2,7.5,9.5,5.2,7,4,3,66.2,True,6,8.5,449069,9.5,6.2,Art. 45 Civil Code,Breach of Contract,43493.14,Review charges -> Evaluate evidence -> Determine verdict,60418.52,0.14,0.66
FLC-2023-1677,Region C,2017,Administrative,Win,False,1036239.0,6.9,5.5,8.0,7.3,6.5,8.0,6.2,6.9,1,4.6,8.4,5.4,2,1,2,131.6,True,4,8.7,554185,8.0,6.3,Art. 5 Admin Law,Regulatory Violation,118279.04,Review charges -> Evaluate evidence -> Determine verdict,338884.45,0.33,0.8
FLC-2024-1678,Region A,2020,Civil,Loss,True,1350920.31,7.4,8.3,8.6,5.9,7.7,5.7,6.3,7.4,4,6.8,9.0,9.7,2,2,3,186.2,True,0,8.9,554369,9.0,9.4,Art. 45 Civil Code,Breach of Contract,27355.49,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,490940.9,0.36,0.9
FLC-2025-1679,Region E,2020,Commercial,Settlement,True,839003.96,2.3,6.1,5.7,7.8,7.4,9.2,7.4,2.3,0,0.9,8.9,2.5,4,1,2,133.8,True,0,9.1,37678,9.4,5.4,Art. 25 CISG,Cross-Border Dispute,209658.79,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,565129.78,0.67,0.79
FLC-2023-1680,Region E,2020,Commercial,Win,False,1161312.13,8.1,8.4,9.6,6.8,7.1,8.1,9.2,8.1,1,7.5,7.8,7.4,6,4,2,58.3,False,2,6.2,183605,7.3,8.9,Art. 25 CISG,Cross-Border Dispute,8008.87,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,232607.25,0.2,0.72
FLC-2024-1681,Region D,2016,International Treaty,Loss,False,198303.37,5.3,7.9,7.0,10.0,3.3,7.0,7.6,5.3,0,5.1,7.7,5.4,5,0,4,56.5,True,8,8.5,785616,5.6,9.6,Art. 97,Cross-Border Dispute,120779.73,Assess plaintiff claims -> Review evidence -> Determine outcome,113648.79,0.57,0.51
FLC-2025-1682,Region D,2018,Administrative,Settlement,True,1215726.55,2.6,8.8,9.2,9.8,5.0,7.9,8.5,2.6,3,0.0,5.8,8.0,7,0,4,178.3,True,4,6.3,922305,5.2,5.9,Art. 5 Admin Law,Regulatory Violation,174037.96,Assess plaintiff claims -> Review evidence -> Determine outcome,750377.95,0.62,0.97
FLC-2023-1683,Region B,2020,Criminal,Loss,True,248052.36,4.9,7.5,7.2,9.5,7.8,6.2,9.0,4.9,3,3.7,6.1,1.4,8,2,0,82.7,False,5,7.0,828793,9.1,6.9,Art. 12 Penal Code,Fraud,207620.35,Assess plaintiff claims -> Review evidence -> Determine outcome,173689.65,0.7,0.84
FLC-2024-1684,Region B,2021,International Treaty,Loss,True,435108.76,0.1,7.1,6.2,9.6,8.5,4.1,9.7,0.1,0,0.0,5.8,1.8,8,4,4,126.3,False,3,6.0,802451,7.6,5.4,Art. 97,Cross-Border Dispute,414025.0,Check applicable law -> Compute damages -> Advise resolution,435108.76,1.0,0.77
FLC-2025-1685,Region E,2018,Administrative,Win,False,881192.32,9.6,5.5,6.3,9.8,8.1,4.8,5.5,9.6,3,7.2,8.9,8.7,5,1,4,106.5,True,4,5.0,698277,5.8,7.6,Art. 5 Admin Law,Regulatory Violation,4592.0,Check jurisdiction -> Assess contract clauses -> Compute liability,97164.87,0.11,0.79
FLC-2023-1686,Region A,2016,Commercial,Settlement,True,363728.92,3.8,5.9,5.0,6.6,3.5,9.5,5.4,3.8,0,2.5,9.0,1.3,2,0,1,24.6,False,7,6.1,564344,8.0,9.7,Art. 25 CISG,Cross-Border Dispute,20659.56,Review charges -> Evaluate evidence -> Determine verdict,211193.57,0.58,0.75
